pipe_id,age,material,diameter,pressure,soil_type,previous_breaks,location_type,leak_reports,failure_risk
508,67,Cast Iron,31,137,Loam,4,Residential,2,2
509,87,Cast Iron,41,82,Loam,1,Downtown,15,2
510,90,PVC,6,122,Clay,0,Residential,2,1
511,68,Copper,20,43,Loam,2,Rural,1,0
512,35,Concrete,28,108,Rock,4,Residential,10,2
513,34,Cast Iron,35,20,Clay,3,Residential,1,1
514,91,PVC,19,102,Clay,4,Residential,8,2
515,83,Copper,40,145,Rock,8,Downtown,14,2
516,87,PVC,24,102,Sand,2,Residential,5,1
517,38,Concrete,48,133,Rock,4,Commercial,15,2
518,59,Concrete,9,139,Clay,1,Downtown,2,1
519,74,PVC,39,119,Sand,2,Industrial,15,2
520,74,Steel,41,120,Clay,8,Commercial,6,2
521,86,Copper,13,96,Loam,4,Downtown,4,1
522,95,PVC,22,148,Rock,0,Commercial,4,1
523,56,Copper,28,39,Clay,2,Residential,6,1
524,30,Concrete,18,102,Loam,10,Industrial,5,2
525,61,PVC,36,46,Sand,3,Residential,6,1
526,37,Copper,29,61,Loam,8,Commercial,10,2
527,22,Cast Iron,32,93,Rock,4,Commercial,3,1
528,68,Concrete,44,20,Loam,4,Downtown,6,1
529,85,Copper,14,85,Clay,9,Commercial,15,2
530,91,Concrete,22,116,Rock,2,Industrial,10,2
531,69,Concrete,21,59,Clay,9,Rural,6,2
532,39,Concrete,5,127,Rock,1,Residential,10,1
533,36,Concrete,33,116,Clay,7,Residential,2,2
534,51,Copper,7,102,Clay,3,Industrial,6,1
535,70,Copper,19,137,Clay,4,Industrial,2,1
536,63,Steel,27,89,Loam,7,Industrial,5,2
537,20,Copper,38,131,Rock,9,Downtown,12,2
538,18,PVC,9,75,Rock,2,Residential,5,1
539,98,PVC,15,47,Loam,2,Residential,14,2
540,68,Steel,16,33,Sand,5,Downtown,2,1
541,94,Concrete,34,79,Rock,2,Industrial,1,1
542,65,Concrete,7,101,Rock,0,Downtown,5,1
543,12,Concrete,4,102,Sand,5,Residential,13,2
544,22,Copper,7,63,Sand,8,Residential,8,2
545,10,Concrete,26,137,Sand,5,Downtown,9,2
546,70,Steel,39,121,Rock,8,Industrial,2,2
547,2,Cast Iron,46,29,Sand,2,Residential,4,1
548,53,Copper,33,81,Rock,5,Industrial,5,2
549,61,PVC,15,84,Rock,7,Rural,13,2
550,17,Cast Iron,17,147,Sand,1,Rural,10,1
551,44,Copper,6,55,Clay,5,Residential,11,2
552,7,PVC,17,82,Clay,4,Downtown,7,1
553,52,Cast Iron,32,31,Clay,0,Rural,15,2
554,12,Concrete,10,73,Clay,1,Downtown,11,1
555,45,PVC,4,126,Rock,7,Industrial,0,2
556,69,PVC,45,117,Sand,5,Industrial,1,1
557,51,Steel,30,96,Rock,1,Downtown,4,1
558,21,Steel,14,89,Loam,0,Residential,7,1
559,70,Cast Iron,37,45,Sand,6,Industrial,3,2
560,60,Cast Iron,15,64,Rock,9,Industrial,9,2
561,8,Copper,29,51,Clay,0,Rural,11,1
562,62,Cast Iron,35,69,Rock,1,Residential,9,1
563,35,Steel,41,24,Rock,7,Downtown,12,2
564,29,Cast Iron,20,132,Rock,2,Commercial,5,1
565,36,PVC,37,103,Clay,8,Commercial,1,2
566,12,Concrete,5,63,Sand,9,Downtown,2,2
567,92,PVC,19,96,Loam,6,Commercial,1,1
568,89,Cast Iron,17,137,Sand,6,Downtown,4,2
569,7,PVC,4,29,Clay,0,Downtown,13,1
570,13,Copper,23,147,Sand,4,Industrial,5,1
571,45,Steel,27,38,Clay,3,Commercial,13,2
572,63,Cast Iron,13,122,Loam,9,Residential,1,2
573,86,Copper,32,84,Clay,10,Residential,13,2
574,17,Concrete,17,95,Loam,5,Rural,13,2
575,41,Steel,15,35,Rock,9,Downtown,3,2
576,45,Cast Iron,46,68,Loam,2,Industrial,12,2
577,98,PVC,24,107,Sand,6,Rural,6,2
578,50,Concrete,43,103,Loam,8,Rural,15,2
579,73,Steel,40,50,Clay,2,Downtown,9,2
580,2,Cast Iron,35,134,Sand,4,Commercial,5,2
581,53,Concrete,36,120,Sand,2,Rural,11,1
582,59,PVC,30,146,Rock,7,Rural,3,2
583,60,Cast Iron,4,47,Rock,5,Commercial,5,2
584,62,Steel,47,137,Loam,9,Residential,0,2
585,8,Cast Iron,16,89,Rock,0,Downtown,3,1
586,95,Cast Iron,46,97,Sand,9,Commercial,4,2
587,53,PVC,31,104,Clay,8,Commercial,15,2
588,92,Copper,28,74,Rock,7,Residential,6,2
589,7,Cast Iron,31,94,Loam,7,Rural,8,2
590,68,Cast Iron,28,62,Rock,1,Downtown,1,1
591,49,Copper,31,63,Sand,6,Rural,8,2
592,4,Copper,16,79,Rock,5,Downtown,13,2
593,17,Steel,48,83,Clay,3,Downtown,9,2
594,15,PVC,22,109,Sand,3,Commercial,10,1
595,71,Cast Iron,19,132,Loam,4,Residential,0,1
596,78,Concrete,11,124,Rock,9,Commercial,2,2
597,89,Cast Iron,9,129,Loam,7,Rural,4,2
598,98,Steel,43,82,Clay,8,Industrial,0,2
599,33,Concrete,8,68,Rock,2,Rural,3,1
600,65,Copper,13,106,Loam,6,Residential,11,2
601,43,Steel,47,69,Rock,6,Downtown,3,2
602,26,Copper,12,146,Clay,8,Rural,4,2
603,53,Concrete,8,116,Clay,4,Rural,11,2
604,57,Cast Iron,39,35,Sand,5,Rural,14,2
605,100,Cast Iron,38,105,Clay,2,Commercial,3,2
606,34,PVC,8,89,Clay,5,Residential,4,1
607,3,PVC,12,111,Loam,10,Commercial,4,2
608,15,PVC,28,61,Sand,4,Rural,2,1
609,62,Copper,37,140,Loam,9,Downtown,0,2
610,10,PVC,13,120,Clay,4,Residential,1,1
611,30,PVC,41,52,Rock,1,Downtown,10,1
612,93,Concrete,30,41,Clay,5,Downtown,9,2
613,64,Copper,5,127,Sand,10,Downtown,14,2
614,22,Copper,8,100,Clay,8,Residential,6,2
615,9,Cast Iron,12,95,Rock,1,Rural,9,1
616,1,Concrete,15,124,Loam,8,Industrial,10,2
617,40,Steel,42,35,Clay,9,Downtown,15,2
618,83,Steel,7,30,Sand,0,Residential,2,0
619,97,Copper,44,86,Loam,1,Downtown,9,1
620,34,Cast Iron,31,72,Rock,0,Commercial,3,1
621,12,PVC,36,32,Rock,6,Commercial,14,2
622,82,PVC,32,103,Rock,7,Industrial,8,2
623,100,Copper,16,75,Rock,7,Downtown,10,2
624,82,Concrete,16,142,Clay,4,Commercial,5,2
625,36,Copper,25,131,Sand,7,Commercial,14,2
626,34,Steel,7,86,Clay,2,Residential,6,1
627,35,Steel,45,147,Sand,1,Downtown,7,1
628,19,Concrete,32,148,Sand,3,Residential,6,1
629,18,Copper,23,46,Loam,4,Residential,3,1
630,80,PVC,12,95,Clay,4,Industrial,0,1
631,9,Concrete,30,129,Clay,3,Commercial,15,2
632,21,Concrete,15,101,Loam,2,Residential,14,2
633,92,Steel,9,86,Sand,10,Rural,5,2
634,87,Cast Iron,24,125,Clay,3,Residential,1,2
635,62,Concrete,35,84,Rock,3,Commercial,6,1
636,16,Steel,13,114,Sand,5,Downtown,5,2
637,15,Cast Iron,22,124,Sand,5,Downtown,0,2
638,47,Concrete,31,85,Clay,2,Rural,6,1
639,22,Steel,12,78,Loam,7,Residential,13,2
640,29,Concrete,6,142,Clay,1,Industrial,11,2
641,45,Steel,32,50,Clay,0,Rural,7,1
642,64,Steel,12,75,Clay,10,Rural,12,2
643,91,PVC,38,97,Sand,4,Industrial,10,2
644,9,Cast Iron,29,105,Clay,6,Residential,13,2
645,80,Copper,15,26,Rock,2,Rural,12,1
646,96,Cast Iron,17,126,Loam,5,Downtown,6,2
647,39,Cast Iron,45,118,Rock,6,Commercial,12,2
648,3,Copper,19,58,Clay,8,Commercial,9,2
649,1,PVC,48,74,Clay,5,Downtown,6,2
650,84,Steel,17,79,Sand,7,Commercial,15,2
651,71,Steel,26,114,Rock,8,Rural,7,2
652,91,Concrete,29,59,Clay,5,Rural,8,2
653,16,Copper,35,37,Loam,8,Industrial,1,1
654,27,Steel,47,101,Loam,9,Downtown,1,2
655,49,Concrete,29,29,Sand,1,Commercial,9,1
656,79,Steel,6,148,Sand,6,Commercial,13,2
657,31,Steel,9,50,Sand,3,Commercial,13,2
658,61,Copper,5,65,Clay,4,Downtown,5,2
659,20,Steel,8,91,Sand,9,Industrial,7,2
660,19,Cast Iron,36,116,Sand,6,Residential,1,2
661,4,Cast Iron,24,85,Clay,5,Downtown,13,2
662,91,Concrete,21,143,Clay,7,Residential,1,2
663,54,Steel,5,71,Sand,10,Rural,6,2
664,70,Concrete,20,52,Loam,3,Industrial,9,2
665,46,Cast Iron,38,115,Clay,10,Downtown,12,2
666,17,Copper,46,125,Rock,0,Industrial,5,0
667,25,Concrete,9,129,Sand,4,Residential,15,2
668,19,Cast Iron,29,87,Loam,0,Commercial,9,1
669,76,Steel,20,133,Loam,8,Residential,2,2
670,24,Concrete,31,104,Sand,4,Commercial,0,1
671,8,Cast Iron,48,65,Sand,2,Residential,6,1
672,89,PVC,39,123,Clay,5,Residential,8,2
673,22,Cast Iron,28,96,Rock,8,Residential,8,2
674,2,Concrete,40,98,Sand,1,Rural,5,0
675,72,Steel,47,108,Loam,9,Commercial,2,2
676,42,PVC,19,64,Loam,8,Commercial,5,2
677,31,Concrete,36,142,Rock,9,Rural,15,2
678,69,Cast Iron,14,77,Sand,2,Commercial,15,2
679,22,Cast Iron,42,37,Loam,7,Downtown,9,2
680,67,Steel,34,117,Loam,5,Residential,4,2
681,29,Copper,44,41,Rock,0,Rural,7,0
682,100,Copper,40,96,Rock,10,Commercial,10,2
683,38,Concrete,35,40,Sand,4,Commercial,8,1
684,27,PVC,20,53,Sand,0,Downtown,8,0
685,16,Steel,6,63,Loam,10,Rural,4,2
686,16,PVC,23,69,Loam,6,Industrial,14,2
687,84,Copper,20,72,Sand,0,Downtown,5,1
688,77,PVC,6,120,Clay,4,Downtown,2,2
689,15,PVC,47,149,Loam,5,Downtown,10,2
690,31,PVC,9,140,Clay,0,Downtown,13,1
691,8,Concrete,40,45,Sand,2,Residential,8,1
692,41,Steel,18,25,Rock,2,Downtown,10,1
693,33,PVC,16,88,Loam,2,Commercial,0,0
694,40,Concrete,15,140,Clay,10,Industrial,2,2
695,91,Concrete,18,97,Clay,9,Rural,5,2
696,98,Steel,41,53,Clay,7,Downtown,11,2
697,86,Steel,38,123,Rock,5,Commercial,7,2
698,9,Steel,43,136,Rock,10,Rural,12,2
699,62,PVC,23,24,Rock,7,Residential,3,2
700,44,Steel,33,51,Loam,1,Rural,4,1
701,36,Cast Iron,30,37,Sand,7,Commercial,2,2
702,69,Steel,39,129,Clay,10,Industrial,10,2
703,28,Concrete,45,150,Sand,8,Downtown,11,2
704,1,Steel,33,41,Clay,8,Industrial,0,2
705,77,PVC,13,139,Loam,6,Industrial,14,2
706,73,Cast Iron,39,22,Rock,6,Rural,7,2
707,31,Concrete,48,38,Clay,7,Rural,1,2
708,30,PVC,34,95,Clay,6,Commercial,2,1
709,54,Cast Iron,8,105,Rock,3,Residential,10,2
710,29,Cast Iron,39,121,Loam,7,Downtown,2,2
711,70,Cast Iron,21,138,Rock,5,Downtown,3,2
712,87,Cast Iron,9,124,Loam,5,Residential,8,2
713,35,Concrete,40,94,Rock,10,Commercial,3,2
714,61,Steel,39,45,Loam,7,Commercial,1,2
715,75,Concrete,9,102,Loam,8,Rural,10,2
716,60,Copper,34,77,Clay,10,Residential,1,2
717,37,Copper,23,107,Sand,5,Commercial,6,1
718,32,Concrete,7,84,Clay,1,Downtown,1,1
719,70,Copper,39,38,Loam,4,Industrial,9,2
720,31,Cast Iron,28,31,Sand,2,Industrial,5,1
721,86,PVC,4,84,Rock,9,Residential,7,2
722,8,Steel,24,94,Rock,6,Rural,15,2
723,38,PVC,41,150,Rock,8,Commercial,15,2
724,61,PVC,18,88,Clay,3,Commercial,15,2
725,55,PVC,26,41,Sand,8,Residential,3,2
726,54,PVC,10,117,Sand,4,Residential,13,2
727,73,Steel,42,50,Loam,4,Commercial,15,2
728,36,Copper,39,60,Clay,5,Commercial,14,2
729,71,Cast Iron,34,97,Clay,3,Rural,1,1
730,75,Cast Iron,44,118,Clay,9,Rural,6,2
731,40,Steel,42,86,Rock,3,Industrial,4,1
732,94,Copper,7,140,Loam,10,Downtown,8,2
733,29,Concrete,29,40,Clay,6,Residential,3,2
734,47,Copper,18,52,Clay,3,Residential,6,1
735,80,Concrete,18,36,Clay,2,Residential,10,2
736,70,Concrete,7,63,Loam,6,Commercial,0,1
737,90,Steel,17,51,Sand,0,Industrial,14,2
738,86,Cast Iron,22,69,Sand,5,Commercial,6,2
739,92,Copper,26,80,Clay,4,Industrial,6,2
740,49,Cast Iron,47,150,Clay,2,Residential,6,2
741,19,Cast Iron,35,46,Clay,0,Downtown,1,1
742,8,Steel,11,95,Sand,8,Commercial,15,2
743,4,Concrete,46,58,Clay,1,Rural,4,0
744,78,Copper,8,59,Clay,2,Commercial,10,1
745,100,Cast Iron,44,28,Clay,9,Residential,9,2
746,94,PVC,40,47,Loam,5,Downtown,11,2
747,63,PVC,38,33,Clay,10,Residential,13,2
748,42,Cast Iron,18,78,Loam,7,Commercial,11,2
749,83,Steel,23,112,Rock,6,Residential,7,2
750,25,Concrete,26,34,Sand,6,Rural,9,2
751,39,PVC,43,38,Sand,3,Commercial,13,1
752,48,Concrete,17,70,Rock,10,Residential,15,2
753,29,Cast Iron,11,140,Clay,5,Industrial,2,2
754,95,PVC,15,130,Clay,2,Residential,1,1
755,42,PVC,31,22,Rock,5,Rural,6,1
756,64,Concrete,9,41,Sand,3,Industrial,8,1
757,32,Steel,36,98,Loam,0,Rural,11,1
758,31,PVC,7,24,Clay,4,Industrial,3,1
759,24,Cast Iron,30,131,Clay,2,Residential,15,2
760,69,PVC,39,59,Clay,2,Residential,9,1
761,95,PVC,33,45,Rock,8,Downtown,14,2
762,94,Copper,21,138,Loam,7,Commercial,8,2
763,62,Cast Iron,4,48,Rock,1,Downtown,7,1
764,95,Copper,4,41,Clay,8,Commercial,11,2
765,35,Steel,30,83,Rock,5,Commercial,7,2
766,71,Copper,7,63,Clay,1,Downtown,2,1
767,63,Concrete,26,139,Rock,1,Industrial,10,2
768,89,Copper,39,103,Clay,1,Commercial,14,2
769,49,Copper,14,136,Rock,7,Downtown,8,2
770,43,Copper,25,86,Sand,3,Industrial,13,2
771,18,Copper,42,135,Sand,1,Downtown,5,1
772,64,Concrete,48,70,Sand,0,Commercial,1,0
773,41,Copper,31,110,Clay,1,Industrial,3,1
774,35,Cast Iron,26,48,Sand,2,Residential,14,2
775,6,Steel,26,85,Clay,0,Industrial,0,0
776,100,Concrete,34,32,Sand,7,Downtown,13,2
777,45,Copper,26,103,Rock,2,Rural,9,1
778,26,Cast Iron,24,120,Clay,1,Commercial,4,1
779,37,Copper,6,94,Rock,7,Commercial,7,2
780,23,Concrete,44,97,Sand,10,Residential,2,2
781,16,PVC,43,82,Clay,5,Commercial,9,2
782,92,Steel,18,143,Rock,6,Industrial,6,2
783,50,PVC,24,86,Loam,2,Commercial,15,2
784,5,Concrete,28,116,Clay,3,Industrial,8,2
785,23,Copper,17,147,Loam,2,Residential,5,1
786,76,PVC,22,44,Rock,9,Residential,14,2
787,85,Copper,29,77,Sand,10,Commercial,7,2
788,19,Concrete,42,28,Sand,1,Downtown,13,1
789,24,Cast Iron,38,45,Loam,0,Industrial,14,1
790,29,Cast Iron,42,86,Loam,9,Downtown,4,2
791,96,Steel,33,40,Loam,3,Residential,9,2
792,36,Copper,24,90,Clay,3,Downtown,0,1
793,56,Steel,41,55,Clay,1,Commercial,7,1
794,37,Steel,31,42,Sand,7,Residential,9,2
795,93,Concrete,9,65,Clay,10,Rural,11,2
796,95,PVC,12,106,Sand,4,Industrial,3,1
797,100,PVC,38,130,Clay,2,Residential,15,2
798,75,PVC,29,102,Loam,10,Downtown,7,2
799,79,Copper,8,121,Clay,10,Industrial,6,2
800,41,Cast Iron,36,138,Loam,6,Commercial,9,2
801,34,Cast Iron,44,64,Sand,2,Downtown,13,2
802,53,PVC,38,63,Sand,0,Industrial,6,0
803,75,PVC,33,139,Loam,8,Downtown,15,2
804,48,Concrete,9,51,Sand,7,Commercial,13,2
805,26,Cast Iron,36,108,Sand,9,Residential,3,2
806,82,Steel,30,91,Rock,7,Residential,8,2
807,66,Concrete,39,97,Rock,0,Downtown,12,1
808,46,Steel,24,32,Clay,3,Commercial,8,2
809,75,Copper,22,101,Sand,1,Commercial,4,1
810,30,Concrete,18,98,Sand,3,Residential,11,2
811,74,Steel,29,36,Sand,2,Residential,6,1
812,14,PVC,5,63,Rock,3,Rural,7,1
813,17,Cast Iron,17,135,Loam,6,Industrial,1,2
814,65,PVC,24,105,Loam,1,Residential,12,1
815,15,PVC,46,131,Loam,1,Commercial,5,0
816,58,Copper,9,111,Clay,3,Downtown,4,1
817,24,Cast Iron,21,135,Clay,4,Rural,8,2
818,82,Cast Iron,9,83,Clay,4,Commercial,8,2
819,58,PVC,14,90,Rock,3,Rural,10,1
820,27,Concrete,5,72,Loam,0,Industrial,5,0
821,73,PVC,15,103,Rock,5,Residential,9,2
822,26,Concrete,20,38,Sand,9,Industrial,4,2
823,97,PVC,17,75,Clay,0,Downtown,4,1
824,10,Cast Iron,6,114,Clay,0,Industrial,7,1
825,13,Cast Iron,45,55,Rock,3,Residential,0,1
826,23,Steel,31,114,Rock,7,Industrial,5,2
827,70,Copper,15,56,Clay,10,Downtown,5,2
828,4,Steel,45,70,Sand,4,Downtown,1,1
829,56,Copper,39,30,Sand,10,Residential,2,2
830,23,Cast Iron,42,76,Clay,8,Commercial,14,2
831,7,Cast Iron,5,128,Rock,9,Industrial,10,2
832,49,Concrete,37,33,Clay,4,Commercial,6,1
833,52,Steel,44,78,Rock,1,Industrial,4,1
834,58,Cast Iron,13,37,Sand,9,Rural,3,2
835,95,Concrete,37,125,Rock,4,Industrial,0,1
836,6,PVC,46,50,Rock,9,Commercial,14,2
837,93,Steel,5,61,Clay,3,Commercial,8,2
838,85,Copper,10,132,Clay,9,Rural,8,2
839,90,PVC,11,77,Loam,8,Downtown,7,2
840,11,Cast Iron,28,117,Clay,7,Residential,7,2
841,11,Cast Iron,40,69,Loam,2,Industrial,8,1
842,51,Concrete,15,71,Clay,9,Rural,12,2
843,37,Cast Iron,34,79,Loam,9,Commercial,10,2
844,93,Concrete,33,91,Sand,0,Industrial,4,1
845,91,Concrete,15,119,Sand,4,Industrial,9,2
846,16,Concrete,28,132,Sand,9,Rural,2,2
847,40,Concrete,23,40,Loam,8,Residential,12,2
848,87,Copper,47,83,Clay,3,Downtown,14,2
849,26,PVC,29,82,Loam,2,Industrial,3,0
850,33,Cast Iron,11,108,Sand,6,Downtown,13,2
851,58,Cast Iron,11,141,Clay,5,Rural,13,2
852,41,Cast Iron,41,141,Loam,9,Downtown,13,2
853,96,Concrete,28,86,Rock,4,Commercial,14,2
854,53,PVC,46,120,Sand,1,Downtown,9,1
855,12,Copper,12,74,Rock,5,Industrial,0,1
856,20,Concrete,7,53,Rock,1,Commercial,4,0
857,86,Steel,38,66,Rock,2,Industrial,9,2
858,51,Concrete,27,137,Rock,2,Residential,2,1
859,74,Cast Iron,23,44,Sand,6,Industrial,9,2
860,38,Copper,18,112,Loam,7,Residential,6,2
861,51,Cast Iron,10,98,Clay,4,Residential,6,2
862,94,Copper,36,120,Clay,0,Rural,6,1
863,78,Steel,16,54,Clay,9,Downtown,9,2
864,89,Concrete,19,108,Clay,1,Residential,15,2
865,21,Concrete,30,61,Sand,0,Rural,6,0
866,20,Concrete,16,92,Rock,10,Downtown,13,2
867,96,PVC,40,74,Clay,6,Commercial,7,2
868,31,Steel,44,148,Rock,2,Industrial,7,1
869,1,Steel,7,84,Loam,7,Downtown,7,2
870,20,Concrete,9,27,Loam,1,Industrial,11,1
871,59,Steel,7,62,Clay,9,Commercial,15,2
872,20,PVC,5,22,Sand,1,Residential,2,0
873,69,Copper,14,20,Rock,8,Commercial,8,2
874,38,Cast Iron,26,48,Sand,1,Industrial,3,1
875,92,Concrete,14,126,Rock,9,Residential,4,2
876,26,Copper,28,58,Loam,9,Residential,6,2
877,99,Concrete,24,77,Clay,3,Industrial,1,1
878,76,Cast Iron,39,109,Clay,3,Downtown,5,2
879,9,Cast Iron,34,110,Loam,6,Industrial,14,2
880,10,Steel,30,80,Clay,5,Residential,0,1
881,86,Copper,31,38,Rock,3,Residential,8,1
882,21,Steel,13,37,Rock,1,Residential,10,1
883,71,Cast Iron,26,102,Loam,2,Rural,3,1
884,61,PVC,21,33,Rock,6,Downtown,13,2
885,41,Steel,13,44,Rock,10,Residential,12,2
886,14,Copper,30,73,Sand,4,Residential,3,1
887,75,PVC,48,36,Rock,1,Residential,10,1
888,54,Copper,12,67,Clay,3,Downtown,6,1
889,57,Steel,17,131,Clay,6,Industrial,0,2
890,57,Copper,35,55,Rock,7,Rural,8,2
891,40,Copper,38,57,Rock,9,Downtown,15,2
892,12,Concrete,5,112,Clay,10,Downtown,8,2
893,51,Copper,40,36,Sand,0,Downtown,13,1
894,28,Steel,46,29,Rock,0,Downtown,13,1
895,19,Cast Iron,4,31,Sand,6,Industrial,15,2
896,19,Cast Iron,47,90,Sand,1,Rural,7,1
897,24,Steel,46,76,Clay,1,Downtown,7,1
898,30,Concrete,26,65,Rock,6,Rural,6,2
899,80,PVC,17,50,Rock,0,Rural,1,0
900,14,Cast Iron,33,39,Clay,4,Industrial,7,2
901,22,Concrete,19,143,Sand,0,Industrial,15,1
902,32,Copper,38,140,Clay,1,Industrial,12,1
903,88,Copper,27,118,Clay,1,Residential,3,1
904,55,Cast Iron,37,100,Clay,8,Residential,10,2
905,44,Copper,40,36,Sand,1,Commercial,4,0
906,19,Cast Iron,41,61,Loam,7,Residential,10,2
907,5,Cast Iron,24,69,Loam,6,Residential,3,2
908,46,Cast Iron,10,81,Loam,5,Residential,8,2
909,92,Copper,14,134,Rock,0,Rural,8,1
910,90,Copper,40,144,Rock,9,Downtown,8,2
911,99,Concrete,10,118,Sand,2,Downtown,14,2
912,44,Cast Iron,23,68,Clay,6,Residential,3,2
913,42,Steel,44,59,Clay,0,Commercial,14,1
914,48,PVC,23,37,Clay,8,Industrial,3,2
915,63,Steel,42,108,Loam,2,Residential,0,1
916,19,PVC,13,122,Loam,8,Downtown,8,2
917,99,PVC,33,137,Clay,2,Residential,2,1
918,63,Copper,46,106,Clay,4,Residential,7,2
919,45,Steel,35,111,Clay,5,Rural,7,2
920,27,Cast Iron,8,37,Sand,4,Downtown,13,2
921,59,Steel,41,37,Clay,9,Rural,11,2
922,79,Copper,31,126,Loam,6,Downtown,3,2
923,22,PVC,24,29,Rock,8,Industrial,10,2
924,100,Cast Iron,47,54,Rock,6,Downtown,11,2
925,39,Copper,11,32,Loam,8,Commercial,10,2
926,98,Steel,32,92,Rock,6,Industrial,2,2
927,98,Concrete,39,99,Rock,4,Industrial,0,1
928,62,Cast Iron,31,108,Sand,6,Industrial,9,2
929,47,Cast Iron,18,24,Rock,4,Commercial,5,2
930,71,PVC,33,107,Sand,9,Residential,12,2
931,89,Copper,45,107,Loam,6,Downtown,7,2
932,45,Steel,23,132,Rock,6,Downtown,10,2
933,34,Concrete,12,112,Clay,10,Industrial,5,2
934,10,PVC,33,44,Sand,7,Commercial,6,2
935,3,Cast Iron,6,114,Loam,1,Rural,4,1
936,39,Copper,27,128,Rock,3,Industrial,12,2
937,5,Cast Iron,6,56,Rock,5,Residential,14,2
938,25,Copper,26,21,Sand,10,Downtown,9,2
939,70,Copper,20,86,Sand,1,Residential,2,0
940,42,Steel,13,72,Clay,0,Rural,6,1
941,20,Copper,6,101,Clay,1,Downtown,8,1
942,75,Copper,29,130,Loam,1,Downtown,7,1
943,4,Concrete,6,123,Sand,7,Rural,5,2
944,68,Concrete,43,72,Sand,10,Commercial,7,2
945,74,PVC,5,73,Clay,0,Rural,11,1
946,88,Copper,37,144,Clay,8,Residential,6,2
947,74,PVC,23,127,Sand,6,Downtown,12,2
948,12,PVC,46,23,Loam,1,Industrial,8,0
949,48,Steel,9,113,Sand,2,Commercial,10,1
950,83,Copper,16,101,Rock,10,Industrial,2,2
951,39,Cast Iron,18,39,Loam,7,Industrial,10,2
952,12,Cast Iron,7,39,Sand,5,Residential,15,2
953,55,Copper,6,97,Sand,3,Commercial,0,1
954,85,Copper,37,131,Loam,0,Downtown,15,2
955,13,PVC,4,31,Loam,9,Industrial,4,2
956,93,Steel,11,111,Clay,8,Commercial,11,2
957,73,Copper,14,138,Clay,2,Industrial,2,1
958,44,Copper,30,88,Clay,9,Rural,13,2
959,99,Concrete,9,42,Rock,5,Industrial,12,2
960,38,Copper,28,74,Loam,10,Downtown,10,2
961,86,PVC,20,100,Loam,1,Industrial,5,1
962,76,Concrete,36,99,Sand,7,Downtown,13,2
963,12,Concrete,45,53,Sand,9,Downtown,9,2
964,14,Steel,40,117,Rock,3,Rural,11,2
965,37,Concrete,24,91,Clay,0,Rural,15,1
966,54,Cast Iron,18,109,Sand,8,Industrial,15,2
967,60,Cast Iron,4,97,Sand,1,Downtown,9,2
968,80,PVC,46,133,Rock,10,Residential,7,2
969,74,Concrete,44,94,Loam,3,Rural,7,1
970,2,Steel,34,36,Sand,10,Downtown,8,2
971,14,Copper,42,99,Sand,9,Commercial,14,2
972,43,Concrete,12,115,Sand,1,Industrial,4,1
973,20,PVC,41,57,Sand,2,Commercial,10,1
974,81,Concrete,16,27,Loam,7,Commercial,6,2
975,19,Cast Iron,12,143,Loam,8,Industrial,15,2
976,85,Steel,7,26,Loam,5,Rural,8,2
977,21,Copper,23,38,Rock,3,Downtown,6,1
978,68,Concrete,38,134,Clay,0,Commercial,4,1
979,24,Steel,21,90,Clay,0,Downtown,2,1
980,23,Copper,34,43,Sand,5,Downtown,15,2
981,66,Cast Iron,4,119,Sand,0,Commercial,4,1
982,92,Cast Iron,33,62,Loam,7,Residential,13,2
983,34,Cast Iron,33,38,Rock,1,Rural,15,2
984,96,Steel,30,42,Loam,4,Commercial,1,1
985,99,Concrete,27,126,Rock,8,Rural,6,2
986,90,Concrete,31,29,Clay,5,Residential,3,2
987,16,Steel,32,27,Sand,6,Rural,11,2
988,35,Steel,31,64,Rock,10,Commercial,5,2
989,29,Steel,34,45,Rock,7,Industrial,2,2
990,82,Copper,34,80,Clay,10,Residential,8,2
991,94,Cast Iron,7,82,Clay,2,Rural,11,2
992,80,Copper,38,114,Rock,10,Rural,13,2
993,97,Copper,13,106,Clay,10,Industrial,1,2
994,69,PVC,5,144,Rock,1,Rural,10,1
995,96,Copper,24,113,Rock,2,Rural,1,1
996,22,Concrete,6,46,Sand,3,Industrial,10,1
997,91,Concrete,18,55,Clay,9,Downtown,14,2
998,54,Copper,39,30,Loam,9,Industrial,4,2
999,93,Cast Iron,40,21,Sand,0,Residential,12,1
1000,87,PVC,23,70,Rock,4,Downtown,4,1
1001,10,Copper,46,80,Rock,4,Downtown,5,1
1002,46,Steel,25,53,Sand,8,Industrial,14,2
1003,53,Cast Iron,35,56,Rock,6,Industrial,7,2
1004,60,PVC,34,120,Sand,5,Rural,10,2
1005,1,PVC,9,71,Loam,5,Downtown,15,2
1006,90,Steel,17,53,Loam,7,Rural,15,2
1007,20,PVC,13,84,Sand,3,Residential,9,1
1008,75,Concrete,19,33,Sand,2,Rural,8,1
1009,35,Steel,36,46,Loam,6,Rural,2,1
1010,4,Concrete,8,31,Clay,8,Downtown,6,2
1011,14,PVC,17,92,Rock,10,Downtown,3,2
1012,55,Steel,45,44,Rock,0,Industrial,0,0
1013,5,Concrete,23,109,Sand,1,Commercial,6,1
1014,81,Steel,11,118,Clay,3,Rural,4,2
